mu,rm,seed,ordered,bd_mean,bd_std,deg_mean,deg_std
0.345,4,37,False,0.12213927822791426,0.020755345016621175,6.858378092447917,0.6377724858999875
0.345,4,38,False,0.11906688487118694,0.0185877917116661,6.9402587890625,0.5871569355549814
0.345,4,39,False,0.1148344653725991,0.014161957784257032,7.0721923828125,0.5222252055248084
0.345,4,4,False,0.13881308122543953,0.033139564548834065,6.426835123697916,0.8085809073807884
0.345,4,40,False,0.1204148932765347,0.01778517829937927,6.907076009114584,0.6017106420275087
0.345,4,41,False,0.1177481191810093,0.016952715196896583,6.95980224609375,0.5833609215280923
0.345,4,42,False,0.1167165058474288,0.016457589687760017,7.016255696614583,0.5609248864601374
0.345,4,43,False,0.11318035029023191,0.013966371242979244,7.108882649739583,0.4976079150624286
0.345,4,44,False,0.11857298508591785,0.01691253989686772,6.93331298828125,0.5960703026912594
0.345,4,45,False,0.12403451154198736,0.02148222826386084,6.778877766927083,0.6630980812599989
0.345,4,46,False,0.12860201493653625,0.02474947802409827,6.64674072265625,0.7243309969300586
0.345,4,47,False,0.1184797482704517,0.015807629986900745,6.949727376302083,0.5978482514211173
0.345,4,48,False,0.12559988995796445,0.022896334198174627,6.745853678385417,0.6939851252758769
0.345,4,49,False,0.14336508404364098,0.03546727616238907,6.330615234375,0.8262852335327057
0.345,4,5,False,0.1191192071993648,0.01745905194106082,6.934488932291667,0.5921534424748456
0.345,4,50,False,0.11975360300077174,0.01771321654034956,6.900276692708333,0.6209075968124358
0.345,4,51,False,0.12475348243450902,0.021596454635048647,6.753629557291666,0.6797563422503728
0.345,4,52,False,0.1290658854300004,0.02551483905498368,6.626009114583334,0.7335680822942761
0.345,4,53,False,0.13269066174998329,0.02812902597100162,6.561197916666667,0.7645618234306039
0.345,4,54,False,0.11650051130020503,0.014915565137906504,6.99920654296875,0.5550638791197341
0.345,4,55,False,0.13888861708261374,0.032586957568223975,6.40380859375,0.8075191704321798
0.345,4,56,False,0.14765955265738684,0.04010824886439073,6.225520833333333,0.8762377957119812
0.345,4,57,False,0.11873955854622338,0.018218456599508354,6.909130859375,0.5989720088116252
0.345,4,58,False,0.13078042409097976,0.026332100862293345,6.601810709635417,0.7492373791238105
0.345,4,59,False,0.1192329693771545,0.017015937083645283,6.945100911458334,0.5953251540584898
0.345,4,6,False,0.11972242283585406,0.017855574501046474,6.910823567708333,0.593585561044431
0.345,4,60,False,0.130575782266575,0.02717061629949031,6.580192057291667,0.746093640774047
0.345,4,61,False,0.11748704050804147,0.01644366734418733,6.993265787760417,0.5714644082730767
0.345,4,62,False,0.15314484046951343,0.044603163768205306,6.110591634114583,0.8846104604330028
0.345,4,63,False,0.13907588992643186,0.034148333949689955,6.401875813802083,0.8197178771983555
0.345,4,7,False,0.12397144352853594,0.02131749071327689,6.762858072916667,0.6757060215506991
0.345,4,8,False,0.12003019890323825,0.018007496900008253,6.894462076822917,0.6196730559118038
0.345,4,9,False,0.11935838707288271,0.018211933792678887,6.89444580078125,0.6203392485465405
